timestamp_ns,tier,core_utilization_pct,memory_used_bytes,memory_capacity_bytes,packets_processed,packets_queued,packets_dropped
811091292,H,0,0,4294967296,0,0,0
912083512,H,0,0,4294967296,0,0,0
1013085128,H,0,0,4294967296,0,0,0
1114086745,H,0,0,4294967296,0,0,0
1215088377,H,0,0,4294967296,0,0,0
1316090021,H,0,0,4294967296,0,0,0
1417091754,H,0,0,4294967296,0,0,0
1518093450,H,0,0,4294967296,0,0,0
1619095178,H,0,0,4294967296,0,0,0
1720096871,H,0,0,4294967296,0,0,0
1821098600,H,0,0,4294967296,0,0,0
1922100295,H,0,0,4294967296,0,0,0
2023102025,H,0,0,4294967296,0,0,0
2124103720,H,0,0,4294967296,0,0,0
2225105449,H,0,0,4294967296,0,0,0
2326107144,H,0,0,4294967296,0,0,0
2427108856,H,0,0,4294967296,0,0,0
2528110569,H,0,0,4294967296,0,0,0
2629112280,H,0,0,4294967296,0,0,0
2730113991,H,0,0,4294967296,0,0,0
2831115705,H,0,0,4294967296,0,0,0
2932117417,H,0,0,4294967296,0,0,0
3033119131,H,0,0,4294967296,0,0,0
3134120842,H,0,0,4294967296,0,0,0
3235122555,H,0,0,4294967296,0,0,0
3336124267,H,0,0,4294967296,0,0,0
3437125979,H,0,0,4294967296,0,0,0
3538127691,H,0,0,4294967296,0,0,0
3639129404,H,0,0,4294967296,0,0,0
3740131118,H,0,0,4294967296,2,0,0
3841132830,H,0,0,4294967296,6,0,0
3942134543,H,0,0,4294967296,10,0,0
810090604,H,0,0,4294967296,0,0,0
911083496,H,0,0,4294967296,0,0,0
1012085113,H,0,0,4294967296,0,0,0
1113086745,H,0,0,4294967296,0,0,0
1214088344,H,0,0,4294967296,0,0,0
1315090021,H,0,0,4294967296,0,0,0
1416091720,H,0,0,4294967296,0,0,0
1517093449,H,0,0,4294967296,0,0,0
1618095144,H,0,0,4294967296,0,0,0
1719096858,H,0,0,4294967296,0,0,0
1820098566,H,0,0,4294967296,0,0,0
1921100278,H,0,0,4294967296,0,0,0
2022101991,H,0,0,4294967296,0,0,0
2123103702,H,0,0,4294967296,0,0,0
2224105414,H,0,0,4294967296,0,0,0
2325107128,H,0,0,4294967296,0,0,0
2426108840,H,0,0,4294967296,0,0,0
2527110757,H,0,0,4294967296,0,0,0
2628112264,H,0,0,4294967296,0,0,0
2729113974,H,0,0,4294967296,0,0,0
2830115688,H,0,0,4294967296,0,0,0
2931117401,H,0,0,4294967296,0,0,0
3032119114,H,0,0,4294967296,0,0,0
3133120826,H,0,0,4294967296,0,0,0
3234122538,H,0,0,4294967296,0,0,0
3335124250,H,0,0,4294967296,0,0,0
3436125965,H,0,0,4294967296,0,0,0
3537127675,H,0,0,4294967296,0,0,0
3638129388,H,0,0,4294967296,0,0,0
3739131101,H,0,0,4294967296,2,0,0
3840132813,H,0,0,4294967296,6,0,0
3941134526,H,0,0,4294967296,10,0,0
