timestamp_ns,tier,core_utilization_pct,memory_used_bytes,memory_capacity_bytes,packets_processed,packets_queued,packets_dropped
16894166205097,S,0,0,4194304,0,0,0
16894176390524,S,0,0,4194304,0,0,0
16894186564217,S,0,0,4194304,0,0,0
16894196597983,S,0,0,4194304,0,0,0
16894206942874,S,0,0,4194304,0,0,0
16894217275711,S,0,0,4194304,0,0,0
16894227360017,S,0,0,4194304,0,0,0
16894237533986,S,0,0,4194304,0,0,0
16894247635992,S,0,0,4194304,0,0,0
16894257844111,S,0,0,4194304,0,0,0
16894267856590,S,0,0,4194304,0,0,0
16894277913065,S,0,0,4194304,0,0,0
16894288078821,S,0,0,4194304,0,0,0
16894298151327,S,0,0,4194304,0,0,0
16894308207052,S,0,0,4194304,0,0,0
16894318358296,S,0,0,4194304,0,0,0
16894328410085,S,0,0,4194304,0,0,0
16894338512316,S,0,0,4194304,0,0,0
16894348578143,S,0,0,4194304,0,0,0
16894358715825,S,0,0,4194304,0,0,0
16894368772985,S,0,0,4194304,0,0,0
16894379602989,S,0,0,4194304,0,0,0
16894390096529,S,0,0,4194304,0,0,0
16894400813707,S,0,0,4194304,0,0,0
16894410878459,S,0,0,4194304,0,0,0
16894420911059,S,0,0,4194304,0,0,0
16894431073954,S,0,0,4194304,0,0,0
16894441159792,S,0,0,4194304,0,0,0
16894451763757,S,0,0,4194304,0,0,0
16894461986797,S,0,0,4194304,0,0,0
16894472104653,S,0,0,4194304,0,0,0
16894482256829,S,0,0,4194304,0,0,0
16894492326346,S,0,0,4194304,0,0,0
16894502919253,S,0,0,4194304,0,0,0
16894513268863,S,0,0,4194304,0,0,0
16894523853884,S,0,0,4194304,0,0,0
16894534370815,S,0,0,4194304,0,0,0
16894544982216,S,0,0,4194304,0,0,0
16894555729580,S,0,0,4194304,0,0,0
16894566110979,S,0,0,4194304,0,0,0
16894576225037,S,0,0,4194304,0,0,0
16894586372373,S,0,0,4194304,0,0,0
16894596715355,S,0,0,4194304,0,0,0
16894607173396,S,0,0,4194304,0,0,0
16894617563805,S,0,0,4194304,0,0,0
16894627767393,S,0,0,4194304,0,0,0
16894638019540,S,0,0,4194304,0,0,0
16894648309407,S,0,0,4194304,0,0,0
16894658491480,S,0,0,4194304,0,0,0
16894668643130,S,0,0,4194304,0,0,0
16894678751207,S,0,0,4194304,0,0,0
16894688924112,S,0,0,4194304,0,0,0
16894699265575,S,0,0,4194304,0,0,0
16894709395074,S,0,0,4194304,0,0,0
16894719822260,S,0,0,4194304,0,0,0
16894730135499,S,0,0,4194304,0,0,0
16894740327321,S,0,0,4194304,0,0,0
16894750433679,S,0,0,4194304,0,0,0
16894760755546,S,0,0,4194304,0,0,0
16894771537457,S,0,0,4194304,0,0,0
16894781921627,S,0,0,4194304,0,0,0
16894792300841,S,0,0,4194304,0,0,0
16894802684059,S,0,0,4194304,0,0,0
16894812953961,S,0,0,4194304,0,0,0
16894823201440,S,0,0,4194304,0,0,0
16894833442286,S,0,0,4194304,0,0,0
16894844290912,S,0,0,4194304,0,0,0
16894854711024,S,0,0,4194304,0,0,0
16894864738041,S,0,0,4194304,0,0,0
16894874993604,S,0,0,4194304,0,0,0
16894885835518,S,0,0,4194304,0,0,0
16894896389931,S,0,0,4194304,0,0,0
16894907062542,S,0,0,4194304,0,0,0
16894917179010,S,0,0,4194304,0,0,0
16894927589489,S,0,0,4194304,0,0,0
16894938044996,S,0,0,4194304,0,0,0
16894948477908,S,0,0,4194304,0,0,0
16894958866208,S,0,0,4194304,0,0,0
16894969401191,S,0,0,4194304,0,0,0
16894979695395,S,0,0,4194304,0,0,0
16894989709810,S,0,0,4194304,0,0,0
16895000254710,S,0,0,4194304,0,0,0
16895010317224,S,0,0,4194304,0,0,0
16895020468148,S,0,0,4194304,0,0,0
16895030546505,S,0,0,4194304,0,0,0
16895040629766,S,0,0,4194304,0,0,0
16895050776655,S,0,0,4194304,0,0,0
16895061917721,S,0,0,4194304,0,0,0
16895072379806,S,0,0,4194304,0,0,0
16895082713902,S,0,0,4194304,0,0,0
16895092976082,S,0,0,4194304,0,0,0
16895103606011,S,0,0,4194304,0,0,0
16895113746629,S,0,0,4194304,0,0,0
16895124447391,S,0,0,4194304,0,0,0
16895135220291,S,0,0,4194304,0,0,0
16895145299429,S,0,0,4194304,0,0,0
16895155986018,S,0,0,4194304,0,0,0
16895166941119,S,0,0,4194304,0,0,0
16895177465376,S,0,0,4194304,0,0,0
16895188060889,S,0,0,4194304,0,0,0
16895198451470,S,0,0,4194304,0,0,0
16895210072154,S,0,0,4194304,0,0,0
16895220715668,S,0,0,4194304,0,0,0
16895231337311,S,0,0,4194304,0,0,0
16895241878447,S,0,0,4194304,0,0,0
