timestamp_ns,tier,core_utilization_pct,memory_used_bytes,memory_capacity_bytes,packets_processed,packets_queued,packets_dropped
176782931851353,S,0,0,4194304,0,0,0
176782941851402,S,0,0,4194304,0,0,0
176782951864495,S,0,0,4194304,0,0,0
176782961864496,S,0,0,4194304,0,0,0
176782971864503,S,0,0,4194304,0,0,0
176782981864511,S,0,0,4194304,0,0,0
176782991864562,S,0,0,4194304,0,0,0
176783001864615,S,0,0,4194304,0,0,0
176783011864627,S,0,0,4194304,0,0,0
176783021864637,S,0,0,4194304,0,0,0
176783031864686,S,0,0,4194304,0,0,0
176783041864723,S,0,0,4194304,0,0,0
176783051864738,S,0,0,4194304,0,0,0
176783061864745,S,0,0,4194304,0,0,0
176783071864752,S,0,0,4194304,0,0,0
176783081864760,S,0,0,4194304,0,0,0
176783091864782,S,0,0,4194304,0,0,0
176783101864832,S,0,0,4194304,0,0,0
176783111864889,S,0,0,4194304,0,0,0
176783121864943,S,0,0,4194304,0,0,0
176783131864982,S,0,0,4194304,0,0,0
176783141865027,S,0,0,4194304,0,0,0
176783151865061,S,0,0,4194304,0,0,0
176783161865066,S,0,0,4194304,0,0,0
176783171865091,S,0,0,4194304,0,0,0
176783181865093,S,0,0,4194304,0,0,0
176783191865095,S,0,0,4194304,0,0,0
176783201865104,S,0,0,4194304,0,0,0
176783211865153,S,0,0,4194304,0,0,0
176783221865210,S,0,0,4194304,0,0,0
176783231865236,S,0,0,4194304,0,0,0
176783241865239,S,0,0,4194304,0,0,0
176783251865279,S,0,0,4194304,0,0,0
176783261865283,S,0,0,4194304,0,0,0
176783271865329,S,0,0,4194304,0,0,0
176783281865348,S,0,0,4194304,0,0,0
176783291865384,S,0,0,4194304,0,0,0
176783301865408,S,0,0,4194304,0,0,0
176783311865455,S,0,0,4194304,0,0,0
176783321865509,S,0,0,4194304,0,0,0
176783331865561,S,0,0,4194304,0,0,0
176783341865613,S,0,0,4194304,0,0,0
176783351865636,S,0,0,4194304,0,0,0
176783361865686,S,0,0,4194304,0,0,0
176783371865703,S,0,0,4194304,0,0,0
176783381865736,S,0,0,4194304,0,0,0
176783391865762,S,0,0,4194304,0,0,0
176783401865795,S,0,0,4194304,0,0,0
176783411865802,S,0,0,4194304,0,0,0
176783421865820,S,0,0,4194304,0,0,0
176783431865847,S,0,0,4194304,0,0,0
176783441865886,S,0,0,4194304,0,0,0
176783451865907,S,0,0,4194304,0,0,0
176783461865931,S,0,0,4194304,0,0,0
176783471865959,S,0,0,4194304,0,0,0
176783481866002,S,0,0,4194304,0,0,0
176783491866054,S,0,0,4194304,0,0,0
176783501866058,S,0,0,4194304,0,0,0
176783511866108,S,0,0,4194304,0,0,0
176783521866117,S,0,0,4194304,0,0,0
176783531866131,S,0,0,4194304,0,0,0
176783541866141,S,0,0,4194304,0,0,0
176783551866197,S,0,0,4194304,0,0,0
176783561866220,S,0,0,4194304,0,0,0
176783571866266,S,0,0,4194304,0,0,0
176783581866284,S,0,0,4194304,0,0,0
176783591866330,S,0,0,4194304,0,0,0
176783601866372,S,0,0,4194304,0,0,0
176783611866381,S,0,0,4194304,0,0,0
176783621866398,S,0,0,4194304,0,0,0
176783631866413,S,0,0,4194304,0,0,0
176783641866464,S,0,0,4194304,0,0,0
176783651866468,S,0,0,4194304,0,0,0
176783661866480,S,0,0,4194304,0,0,0
176783671866487,S,0,0,4194304,0,0,0
176783681866492,S,0,0,4194304,0,0,0
176783691866499,S,0,0,4194304,0,0,0
176783701866525,S,0,0,4194304,0,0,0
176783711866574,S,0,0,4194304,0,0,0
176783721866604,S,0,0,4194304,0,0,0
176783731866604,S,0,0,4194304,0,0,0
176783741866622,S,0,0,4194304,0,0,0
176783751866623,S,0,0,4194304,0,0,0
176783761866665,S,0,0,4194304,0,0,0
176783771866666,S,0,0,4194304,0,0,0
176783781866671,S,0,0,4194304,0,0,0
176783791866711,S,0,0,4194304,0,0,0
176783801866760,S,0,0,4194304,0,0,0
176783811866767,S,0,0,4194304,0,0,0
176783821866815,S,0,0,4194304,0,0,0
176783831866874,S,0,0,4194304,0,0,0
176783841866893,S,0,0,4194304,0,0,0
176783851866923,S,0,0,4194304,0,0,0
176783861866938,S,0,0,4194304,0,0,0
176783871866980,S,0,0,4194304,0,0,0
176783881867007,S,0,0,4194304,0,0,0
176783891867022,S,0,0,4194304,0,0,0
176783901867060,S,0,0,4194304,0,0,0
176783911867089,S,0,0,4194304,0,0,0
176783921867114,S,0,0,4194304,0,0,0
176783931867145,S,0,0,4194304,0,0,0
176783941867157,S,0,0,4194304,0,0,0
176783951867189,S,0,0,4194304,0,0,0
176783961867201,S,0,0,4194304,0,0,0
176783971867347,S,0,0,4194304,0,0,0
176783981867386,S,0,0,4194304,0,0,0
176783991867401,S,0,0,4194304,0,0,0
176784001867418,S,0,0,4194304,0,0,0
176784011867434,S,0,0,4194304,0,0,0
176784021867468,S,0,0,4194304,0,0,0
176784031867480,S,0,0,4194304,0,0,0
176784041867568,S,0,0,4194304,0,0,0
176784051867597,S,0,0,4194304,0,0,0
176784061867692,S,0,0,4194304,0,0,0
176784071867698,S,0,0,4194304,0,0,0
176784081867781,S,0,0,4194304,0,0,0
176784091867875,S,0,0,4194304,0,0,0
176784101867974,S,0,0,4194304,0,0,0
176784111867977,S,0,0,4194304,0,0,0
176784121868084,S,0,0,4194304,0,0,0
176784131868137,S,0,0,4194304,0,0,0
176784141868202,S,0,0,4194304,0,0,0
176784151868244,S,0,0,4194304,0,0,0
176784161868285,S,0,0,4194304,0,0,0
176784171868353,S,0,0,4194304,0,0,0
176784181868353,S,0,0,4194304,0,0,0
176784191868470,S,0,0,4194304,0,0,0
176784201868470,S,0,0,4194304,0,0,0
176784211868569,S,0,0,4194304,0,0,0
176784221868585,S,0,0,4194304,0,0,0
176784231868623,S,0,0,4194304,0,0,0
176784241868646,S,0,0,4194304,0,0,0
176784251868657,S,0,0,4194304,0,0,0
176784261868683,S,0,0,4194304,0,0,0
176784271868692,S,0,0,4194304,0,0,0
176784281868746,S,0,0,4194304,0,0,0
176784291868817,S,0,0,4194304,0,0,0
176784301868861,S,0,0,4194304,0,0,0
176784311868894,S,0,0,4194304,0,0,0
176784321868937,S,0,0,4194304,0,0,0
176784331868946,S,0,0,4194304,0,0,0
176784341868976,S,0,0,4194304,0,0,0
176784351868976,S,0,0,4194304,0,0,0
176784361869008,S,0,0,4194304,0,0,0
176784371879058,S,0,0,4194304,0,0,0
176784381879080,S,0,0,4194304,0,0,0
176784391879118,S,0,0,4194304,0,0,0
176784401879166,S,0,0,4194304,0,0,0
176784411879195,S,0,0,4194304,0,0,0
176784421879196,S,0,0,4194304,0,0,0
176784431879197,S,0,0,4194304,0,0,0
176784441879221,S,0,0,4194304,0,0,0
176784451879252,S,0,0,4194304,0,0,0
176784461879286,S,0,0,4194304,0,0,0
176784471879302,S,0,0,4194304,0,0,0
176784481879307,S,0,0,4194304,0,0,0
176784491879369,S,0,0,4194304,0,0,0
176784501879389,S,0,0,4194304,0,0,0
176784511879397,S,0,0,4194304,0,0,0
176784521879431,S,0,0,4194304,0,0,0
176784531879482,S,0,0,4194304,0,0,0
176784541879498,S,0,0,4194304,0,0,0
176784551879528,S,0,0,4194304,0,0,0
176784561879532,S,0,0,4194304,0,0,0
176784571879570,S,0,0,4194304,0,0,0
176784581879582,S,0,0,4194304,0,0,0
176784591879601,S,0,0,4194304,0,0,0
176784601879615,S,0,0,4194304,0,0,0
176784611879668,S,0,0,4194304,0,0,0
176784621879704,S,0,0,4194304,0,0,0
176784631879727,S,0,0,4194304,0,0,0
176784641879768,S,0,0,4194304,0,0,0
176784651879781,S,0,0,4194304,0,0,0
176784661879788,S,0,0,4194304,0,0,0
176784671879798,S,0,0,4194304,0,0,0
176784681879799,S,0,0,4194304,0,0,0
176784691879854,S,0,0,4194304,0,0,0
176784701879859,S,0,0,4194304,0,0,0
176784711879881,S,0,0,4194304,0,0,0
176784721879945,S,0,0,4194304,0,0,0
176784731880000,S,0,0,4194304,0,0,0
176784741880001,S,0,0,4194304,0,0,0
176784751880009,S,0,0,4194304,0,0,0
176784761880017,S,0,0,4194304,0,0,0
176784771880044,S,0,0,4194304,0,0,0
176784781880086,S,0,0,4194304,0,0,0
176784791880094,S,0,0,4194304,0,0,0
176784801880113,S,0,0,4194304,0,0,0
176784811880126,S,0,0,4194304,0,0,0
176784821880152,S,0,0,4194304,0,0,0
176784831880156,S,0,0,4194304,0,0,0
176784841880173,S,0,0,4194304,0,0,0
176784851880200,S,0,0,4194304,0,0,0
176784861880202,S,0,0,4194304,0,0,0
176784871880208,S,0,0,4194304,0,0,0
176784881880228,S,0,0,4194304,0,0,0
176784891880252,S,0,0,4194304,0,0,0
176784901880293,S,0,0,4194304,0,0,0
176784911880331,S,0,0,4194304,0,0,0
176784921880345,S,0,0,4194304,0,0,0
176784931880347,S,0,0,4194304,0,0,0
176784941880360,S,0,0,4194304,0,0,0
176784951880360,S,0,0,4194304,0,0,0
176784961880361,S,0,0,4194304,0,0,0
176784971880428,S,0,0,4194304,0,0,0
176784981880447,S,0,0,4194304,0,0,0
176784991880462,S,0,0,4194304,0,0,0
176785001880473,S,0,0,4194304,0,0,0
176785011880510,S,0,0,4194304,0,0,0
176785021880515,S,0,0,4194304,0,0,0
176785031880578,S,0,0,4194304,0,0,0
176785041880645,S,0,0,4194304,0,0,0
176785051880677,S,0,0,4194304,0,0,0
176785061880685,S,0,0,4194304,0,0,0
176785071880698,S,0,0,4194304,0,0,0
176785081880743,S,0,0,4194304,0,0,0
176785091880750,S,0,0,4194304,0,0,0
176785101880766,S,0,0,4194304,0,0,0
176785111880824,S,0,0,4194304,0,0,0
176785121880852,S,0,0,4194304,0,0,0
176785131880880,S,0,0,4194304,0,0,0
176785141880887,S,0,0,4194304,0,0,0
176785151880947,S,0,0,4194304,0,0,0
176785161880952,S,0,0,4194304,0,0,0
176785171880964,S,0,0,4194304,0,0,0
176785181880993,S,0,0,4194304,0,0,0
176785191881008,S,0,0,4194304,0,0,0
176785201881040,S,0,0,4194304,0,0,0
176785211881067,S,0,0,4194304,0,0,0
176785221881088,S,0,0,4194304,0,0,0
176785231881118,S,0,0,4194304,0,0,0
176785241881128,S,0,0,4194304,0,0,0
176785251881142,S,0,0,4194304,0,0,0
176785261881168,S,0,0,4194304,0,0,0
176785271881223,S,0,0,4194304,0,0,0
176785281881268,S,0,0,4194304,0,0,0
176785291881299,S,0,0,4194304,0,0,0
