timestamp_ns,tier,core_utilization_pct,memory_used_bytes,memory_capacity_bytes,packets_processed,packets_queued,packets_dropped
2303030302,H,0,0,4294967296,4,0,0
2403987012,H,0,0,4294967296,8,0,0
2504988329,H,0,0,4294967296,12,0,0
2605993604,H,0,0,4294967296,16,0,0
2706993574,H,0,0,4294967296,20,0,0
2807990546,H,0,0,4294967296,24,0,0
2908987780,H,0,0,4294967296,28,0,0
3009999834,H,0,0,4294967296,32,0,0
3111017058,H,0,0,4294967296,36,0,0
3211986020,H,0,0,4294967296,40,0,0
3312982621,H,0,0,4294967296,44,0,0
3413986470,H,0,0,4294967296,48,0,0
3514979898,H,0,0,4294967296,52,0,0
3615978086,H,0,0,4294967296,56,0,0
3716975495,H,0,0,4294967296,60,0,0
3817976352,H,0,0,4294967296,64,0,0
3918050014,H,0,0,4294967296,68,0,0
4018989388,H,0,0,4294967296,70,0,0
4119986165,H,0,0,4294967296,74,0,0
4220985393,H,0,0,4294967296,78,0,0
4321994654,H,0,0,4294967296,82,0,0
4422987238,H,0,0,4294967296,86,0,0
4523989045,H,0,0,4294967296,90,0,0
4624987026,H,0,0,4294967296,94,0,0
4725987648,H,0,0,4294967296,98,0,0
4827005624,H,0,0,4294967296,102,0,0
4927990028,H,0,0,4294967296,106,0,0
5028985414,H,0,0,4294967296,110,0,0
5129985161,H,0,0,4294967296,114,0,0
5230985634,H,0,0,4294967296,118,0,0
5331983564,H,0,0,4294967296,122,0,0
5432977012,H,0,0,4294967296,126,0,0
5533987923,H,0,0,4294967296,130,0,0
5634982186,H,0,0,4294967296,134,0,0
5735980236,H,0,0,4294967296,138,0,0
5836982348,H,0,0,4294967296,142,0,0
5937988584,H,0,0,4294967296,146,0,0
6038978658,H,0,0,4294967296,150,0,0
6139978348,H,0,0,4294967296,154,0,0
6240977809,H,0,0,4294967296,158,0,0
6341974782,H,0,0,4294967296,162,0,0
6442975855,H,0,0,4294967296,166,0,0
6543988441,H,0,0,4294967296,170,0,0
6644978489,H,0,0,4294967296,174,0,0
6745976140,H,0,0,4294967296,178,0,0
6846971761,H,0,0,4294967296,182,0,0
6947989670,H,0,0,4294967296,184,0,0
7048988301,H,0,0,4294967296,188,0,0
7149990806,H,0,0,4294967296,192,0,0
7250996706,H,0,0,4294967296,196,0,0
7351990280,H,0,0,4294967296,200,0,0
