timestamp_ns,tier,core_utilization_pct,memory_used_bytes,memory_capacity_bytes,packets_processed,packets_queued,packets_dropped
181194887794183,S,0,0,4194304,0,0,0
181194897794189,S,0,0,4194304,0,0,0
181194907794192,S,0,0,4194304,0,0,0
181194917794201,S,0,0,4194304,0,0,0
181194927794241,S,0,0,4194304,0,0,0
181194937794281,S,0,0,4194304,0,0,0
181194947794334,S,0,0,4194304,0,0,0
181194957794363,S,0,0,4194304,0,0,0
181194967794419,S,0,0,4194304,0,0,0
181194977794445,S,0,0,4194304,0,0,0
181194987794479,S,0,0,4194304,0,0,0
181194997794509,S,0,0,4194304,0,0,0
181195007794546,S,0,0,4194304,0,0,0
181195017794547,S,0,0,4194304,0,0,0
181195027794577,S,0,0,4194304,0,0,0
181195037794589,S,0,0,4194304,0,0,0
181195047794629,S,0,0,4194304,0,0,0
181195057794674,S,0,0,4194304,0,0,0
181195067794700,S,0,0,4194304,0,0,0
181195077794956,S,0,0,4194304,0,0,0
181195087794966,S,0,0,4194304,0,0,0
181195097794992,S,0,0,4194304,0,0,0
181195107795004,S,0,0,4194304,0,0,0
181195117795011,S,0,0,4194304,0,0,0
181195127795074,S,0,0,4194304,0,0,0
181195137795100,S,0,0,4194304,0,0,0
181195147795148,S,0,0,4194304,0,0,0
181195157795161,S,0,0,4194304,0,0,0
181195167795162,S,0,0,4194304,0,0,0
181195177795165,S,0,0,4194304,0,0,0
181195187795190,S,0,0,4194304,0,0,0
181195197795201,S,0,0,4194304,0,0,0
181195207795233,S,0,0,4194304,0,0,0
181195217795246,S,0,0,4194304,0,0,0
181195227795255,S,0,0,4194304,0,0,0
181195237795268,S,0,0,4194304,0,0,0
181195247795393,S,0,0,4194304,0,0,0
181195257795402,S,0,0,4194304,0,0,0
181195267795406,S,0,0,4194304,0,0,0
181195277795435,S,0,0,4194304,0,0,0
181195287795475,S,0,0,4194304,0,0,0
181195297795504,S,0,0,4194304,0,0,0
181195307795560,S,0,0,4194304,0,0,0
181195317795568,S,0,0,4194304,0,0,0
181195327795594,S,0,0,4194304,0,0,0
181195337795622,S,0,0,4194304,0,0,0
181195347795665,S,0,0,4194304,0,0,0
181195357795701,S,0,0,4194304,0,0,0
181195367795726,S,0,0,4194304,0,0,0
181195377795732,S,0,0,4194304,0,0,0
181195387795756,S,0,0,4194304,0,0,0
181195397795818,S,0,0,4194304,0,0,0
181195407795829,S,0,0,4194304,0,0,0
181195417795893,S,0,0,4194304,0,0,0
181195427795894,S,0,0,4194304,0,0,0
181195437795912,S,0,0,4194304,0,0,0
181195447795976,S,0,0,4194304,0,0,0
181195457796025,S,0,0,4194304,0,0,0
181195467796067,S,0,0,4194304,0,0,0
181195477796085,S,0,0,4194304,0,0,0
181195487796108,S,0,0,4194304,0,0,0
181195497796132,S,0,0,4194304,0,0,0
181195507796136,S,0,0,4194304,0,0,0
181195517796165,S,0,0,4194304,0,0,0
181195527796182,S,0,0,4194304,0,0,0
181195537796248,S,0,0,4194304,0,0,0
181195547796310,S,0,0,4194304,0,0,0
181195557796312,S,0,0,4194304,0,0,0
