placement_config,primitive_type,workload_params,latency_mean_ns,latency_p50_ns,latency_p99_ns,throughput_ops_per_sec,host_cpu_utilization_pct,host_cpu_utilization_peak_pct,switch_stage_utilization_pct,switch_stage_utilization_peak_pct,dpu_core_utilization_pct,dpu_core_utilization_peak_pct,dpu_memory_utilization_pct,dpu_memory_utilization_peak_pct,exception_rate_pct,overflow_rate_pct
switch_only,paxos,"n=500,d=0",9093.652,9034.0,9512.119999999999,53997.9895468532,NULL,NULL,0.8892586477658718,4.8828125,NULL,NULL,NULL,NULL,0.0,0.0
